32, 74.81
33, 106.00
34, 103.00
35, 100.11
36, 97.39
37, 94.70
38, 92.00
39, 89.79
40, 87.05
41, 85.46
42, 83.43
43, 81.40
44, 79.55
45, 77.78
46, 76.09
47, 74.38
48, 71.17
49, 92.41
50, 90.60
51, 88.86
52, 87.08
53, 85.40
54, 83.78
55, 82.33
56, 80.82
57, 79.37
58, 78.03
59, 76.75
60, 75.07
61, 73.02
62, 73.00
63, 71.94
64, 69.44
66, 84.12
68, 81.62
70, 79.29
72, 77.03
74, 74.95
76, 72.97
78, 71.13
80, 68.33
82, 80.15
84, 77.33
86, 76.40
88, 74.70
90, 73.02
92, 71.50
94, 69.91
96, 67.60
98, 77.53
100, 75.98
102, 74.47
104, 72.60
106, 71.66
108, 70.35
110, 69.07
112, 67.11
114, 75.67
116, 74.34
118, 73.14
120, 71.58
122, 70.69
124, 69.56
126, 68.46
128, 66.70
132, 73.15
136, 71.04
140, 68.94
144, 66.38
148, 72.18
152, 70.24
156, 68.44
160, 66.10
164, 70.83
168, 69.60
172, 67.76
176, 65.92
180, 70.79
184, 69.14
188, 67.61
192, 65.77
196, 70.09
200, 68.75
204, 67.30
208, 65.73
212, 69.65
216, 68.36
220, 67.11
224, 65.54
228, 69.20
232, 68.01
236, 66.83
240, 65.43
244, 68.93
248, 67.85
252, 66.73
256, 65.34
264, 67.52
272, 64.75
280, 67.36
288, 65.17
296, 67.24
304, 65.03
312, 66.88
320, 64.49
328, 66.79
336, 64.97
344, 66.37
352, 64.58
360, 66.56
368, 64.89
376, 66.39
384, 64.78
392, 66.27
400, 64.69
408, 66.25
416, 64.72
424, 65.90
432, 64.66
440, 66.00
448, 64.60
456, 65.94
464, 64.02
472, 65.88
480, 64.52
488, 65.80
496, 64.27
504, 65.37
512, 64.43
528, 64.37
544, 64.39
560, 64.05
576, 64.32
592, 64.30
608, 64.29
624, 64.24
640, 64.22
656, 64.07
672, 64.18
688, 64.16
704, 64.11
720, 64.13
736, 64.10
752, 64.11
768, 64.09
784, 63.72
800, 63.53
816, 64.04
832, 64.04
848, 63.82
864, 64.00
880, 63.46
896, 63.97
912, 63.97
928, 63.95
944, 63.95
960, 63.95
976, 63.93
992, 63.92
1008, 63.91
1024, 63.92
1056, 63.63
1088, 63.89
1120, 63.77
1152, 63.70
1184, 63.83
1216, 63.67
1248, 63.66
1280, 63.80
1312, 63.65
1344, 63.70
1376, 63.64
1408, 63.56
1440, 63.76
1472, 63.76
1504, 63.75
1536, 63.66
1568, 63.77
1600, 63.68
1632, 63.49
1664, 63.47
1696, 63.21
1728, 63.70
1760, 63.69
1792, 63.74
1824, 63.57
1856, 63.69
1888, 63.50
1920, 63.64
1952, 63.67
1984, 63.65
2016, 63.67
2048, 63.66
2112, 63.65
2176, 63.64
2240, 63.63
2304, 63.63
2368, 63.44
2432, 63.37
2496, 63.45
2560, 63.45
2624, 63.58
2688, 63.43
2752, 63.53
2816, 63.26
2880, 63.46
2944, 63.57
3008, 63.56
3072, 63.47
3136, 63.57
3200, 63.56
3264, 63.61
3328, 63.39
3392, 63.55
3456, 63.29
3520, 63.55
3584, 63.54
3648, 63.53
3712, 63.53
3776, 63.52
3840, 63.32
3904, 63.46
3968, 63.53
4032, 63.33
4096, 63.40
4224, 63.25
4352, 63.59
4480, 63.41
4608, 63.23
4736, 63.38
4864, 63.51
4992, 63.39
5120, 63.45
5248, 63.42
5376, 63.43
5504, 63.42
5632, 63.33
5760, 63.46
5888, 63.32
6016, 63.41
6144, 63.26
6272, 63.41
6400, 63.32
6528, 63.48
6656, 63.47
6784, 63.39
6912, 63.48
7040, 63.21
7168, 63.47
7296, 63.41
7424, 63.27
7552, 63.37
7680, 63.38
7808, 63.29
7936, 63.31
8064, 63.40
8192, 63.25
8448, 63.30
8704, 63.34
8960, 63.44
9216, 63.47
9472, 63.40
9728, 63.34
9984, 63.43
10240, 63.41
10496, 63.32
10752, 63.26
11008, 63.42
11264, 63.39
11520, 63.39
11776, 63.48
12032, 63.37
12288, 63.36
12544, 63.43
12800, 63.41
13056, 63.41
13312, 63.39
13568, 63.28
13824, 63.41
14080, 63.43
14336, 63.44
14592, 63.36
14848, 63.41
15104, 63.36
15360, 63.42
15616, 63.11
15872, 63.31
16128, 63.42
16384, 63.43
