openssl-static-avx2, 122378
sandy2x, 141090
jazz-ref4, 143686
amd64-64, 148786
amd64-51, 151158
openssl-static-ref, 153380
hacl-star-gcc, 157092
donna-c64, 161954
openssl-static-no-asm, 163384
boringssl-static, 164016
